customer_id,customer_type,sku,category,preference_rank,avg_order_qty,order_frequency_per_year,last_order_month,price_sensitivity,reorder_rate
CUST0013,普通,FWD223WR,耐候系列,5,38,9.1,2024-12,低,0.55
CUST0013,普通,FWD001,其他,6,479,5.2,2024-12,中,0.79
CUST0013,普通,FWD5870C,钻石系列,7,281,12.3,2025-04,中,0.33
CUST0013,普通,FWD299,虹彩系列,8,272,11.2,2025-06,低,0.68
CUST0013,普通,FWDD29M,钻石系列,9,207,8.8,2024-11,高,0.9
CUST0013,普通,BHC9326BM ,玻璃变色龙,10,348,12.6,2024-12,低,0.44
CUST0014,潜在,BHC9326BM ,玻璃变色龙,1,13,18.3,2025-09,低,0.79
CUST0014,潜在,FWDV060B,玻璃包银系列,2,460,17.2,2024-10,低,0.42
CUST0014,潜在,FWDD25M,钻石系列,3,406,23.9,2025-01,低,0.46
CUST0014,潜在,FWDV080B,玻璃包银系列,4,205,19.4,2025-06,中,0.52
CUST0015,大客户,FWD225WR,耐候系列,1,146,9.6,2025-02,高,0.91
CUST0015,大客户,FWD231WR,耐候系列,2,225,1.0,2025-08,高,0.35
CUST0015,大客户,FWD305,金色系列,3,230,6.3,2025-06,高,0.86
CUST0016,普通,FWD407,着色系列,1,475,20.5,2025-10,高,0.94
CUST0016,普通,FWD151WR,耐候系列,2,402,16.7,2025-01,高,0.61
CUST0016,普通,FWD6007,超白系列,3,132,18.1,2025-07,低,0.49
CUST0016,普通,FWD7322,其他,4,421,19.2,2024-11,中,0.31
CUST0016,普通,BHC9230YBH,化妆品系列,5,287,3.4,2025-01,中,0.66
CUST0016,普通,FWD101WR,耐候系列,6,132,20.5,2025-09,高,0.84
CUST0016,普通,FWD6003T,超白系列,7,48,1.8,2024-11,中,0.79
CUST0016,普通,FWD525WR,耐候系列,8,441,4.6,2025-03,低,0.48
CUST0016,普通,FWD5872C,钻石系列,9,413,8.1,2025-04,低,0.94
CUST0016,普通,BHC9227GOH,化妆品系列,10,141,3.6,2025-06,中,0.91
CUST0016,普通,FWD4012,着色系列,11,417,23.9,2024-10,低,0.34
CUST0016,普通,FWD417,着色系列,12,271,1.2,2025-06,低,0.38
CUST0017,大客户,FWD7352,其他,1,436,9.1,2025-01,高,0.58
CUST0017,大客户,FWD7305WR,耐候系列,2,337,5.0,2025-11,高,0.69
CUST0017,大客户,FWD525WR,耐候系列,3,333,22.9,2024-12,中,0.35
CUST0017,大客户,FWD6601A,磁性珠光,4,13,23.8,2025-11,中,0.81
CUST0017,大客户,FWD508WR,耐候系列,5,122,17.9,2025-05,中,0.58
CUST0017,大客户,FWD111WR,耐候系列,6,308,4.4,2024-12,高,0.65
CUST0017,大客户,FWD508,金属彩光系列,7,449,12.0,2025-11,高,0.6
CUST0017,大客户,FWD7365,其他,8,110,21.4,2025-06,低,0.47
CUST0017,大客户,BHC89233BR,着色变色龙,9,387,1.9,2025-10,中,0.91
CUST0017,大客户,FWD289,虹彩系列,10,34,13.3,2024-10,高,0.71
CUST0017,大客户,FWD6300T,水晶系列,11,272,6.6,2024-12,低,0.94
CUST0017,大客户,FWD362,金色系列,12,114,7.0,2025-04,低,0.7
CUST0018,大客户,FWD408,着色系列,1,41,15.4,2024-12,中,0.94
CUST0018,大客户,FWD330,金色系列,2,43,4.2,2025-01,中,0.33
CUST0018,大客户,FWD6205,水晶系列,3,477,7.5,2025-01,中,0.52
CUST0018,大客户,FWDV550,玻璃包银系列,4,204,13.0,2025-09,高,0.91
CUST0018,大客户,FWD3112,金色系列,5,120,10.6,2025-08,高,0.68
CUST0018,大客户,FWD509,金属彩光系列,6,48,21.4,2025-01,中,0.7
CUST0018,大客户,FWDD25M,钻石系列,7,491,8.8,2025-07,低,0.48
CUST0020,潜在,FWD223WR,耐候系列,1,337,6.3,2025-11,高,0.84
CUST0020,潜在,FWD5872C,钻石系列,2,350,21.2,2024-10,高,0.72
CUST0020,潜在,FWD101,银白系列,3,407,19.8,2025-10,低,0.46
CUST0020,潜在,FWD205,虹彩系列,4,44,16.2,2025-04,中,0.63
CUST0020,潜在,FWD323,金色系列,5,22,22.2,2025-04,低,0.87
CUST0020,潜在,FWDV550,玻璃包银系列,6,341,23.4,2025-05,中,0.73
CUST0020,潜在,FWD221,虹彩系列,7,448,2.9,2025-01,高,0.68
CUST0020,潜在,BHC89233BR,着色变色龙,8,74,16.0,2025-07,低,0.59
CUST0020,潜在,FWD436 ,着色系列,9,128,19.4,2025-06,高,0.33
CUST0020,潜在,FWD6601A,磁性珠光,10,233,6.3,2025-04,高,0.66
CUST0020,潜在,FWD152WR,耐候系列,11,251,15.0,2025-04,中,0.49
CUST0020,潜在,FWD5870C,钻石系列,12,364,9.2,2025-08,低,0.36
CUST0021,潜在,FWD2205G,虹彩系列,1,200,6.1,2024-12,高,0.77
CUST0021,潜在,FWD6002T,超白系列,2,326,10.6,2024-10,高,0.37
CUST0021,潜在,FWD411,着色系列,3,28,22.4,2024-10,低,0.44
CUST0021,潜在,FWD436 ,着色系列,4,150,13.5,2025-09,中,0.33
CUST0021,潜在,FWD6003,超白系列,5,158,1.4,2024-12,中,0.81
CUST0022,大客户,BHC9275BOH,化妆品系列,1,413,23.8,2025-01,中,0.92
CUST0022,大客户,FWD403,着色系列,2,68,4.8,2025-07,高,0.83
CUST0022,大客户,FWDD28L,钻石系列,3,340,19.1,2024-10,中,0.7
CUST0022,大客户,FWD7322B,其他,4,455,12.0,2025-02,中,0.32
CUST0022,大客户,FWD6502A,水晶系列,5,371,10.3,2025-10,中,0.36
CUST0022,大客户,BHC89230GY,着色变色龙,6,166,13.9,2025-05,高,0.37
CUST0022,大客户,FWD6910,水晶系列,7,247,21.4,2025-01,中,0.67
CUST0022,大客户,FWD509,金属彩光系列,8,465,13.3,2025-01,中,0.83
CUST0022,大客户,FWD320,金色系列,9,62,15.8,2025-08,高,0.82
CUST0022,大客户,FWD103,银白系列,10,347,4.8,2025-04,中,0.7
CUST0022,大客户,FWD6603,磁性珠光,11,322,17.7,2025-08,低,0.7
CUST0023,普通,FWD6235,水晶系列,1,32,6.0,2025-09,中,0.35
CUST0023,普通,FWD6884,水晶系列,2,488,19.0,2025-01,中,0.86
CUST0023,普通,FWD500,金属彩光系列,3,102,21.7,2024-11,高,0.84
CUST0023,普通,FWD535,金属彩光系列,4,22,17.3,2025-08,低,0.77
CUST0023,普通,FWD5871C,钻石系列,5,215,5.2,2025-10,高,0.86
CUST0024,大客户,FWD525,金属彩光系列,1,235,7.0,2025-01,高,0.71
CUST0024,大客户,FWDV080B,玻璃包银系列,2,305,19.5,2025-01,中,0.82
CUST0024,大客户,FWD300WR,耐候系列,3,89,22.1,2025-07,高,0.86
CUST0024,大客户,FWD153,银白系列,4,178,4.7,2025-08,中,0.6
CUST0024,大客户,FWD429,着色系列,5,232,18.8,2025-06,低,0.38
CUST0024,大客户,FWDV150B,玻璃包银系列,6,238,2.7,2025-05,中,0.53
CUST0024,大客户,FWD524,金属彩光系列,7,267,23.3,2025-09,高,0.71
CUST0025,大客户,FWD110,银白系列,1,481,21.5,2024-10,高,0.48
CUST0025,大客户,FWDV095B,玻璃包银系列,2,315,1.4,2025-02,中,0.33
CUST0025,大客户,FWD223WR,耐候系列,3,221,19.3,2025-11,低,0.8
CUST0025,大客户,FWD508,金属彩光系列,4,332,2.3,2025-07,中,0.77
CUST0026,潜在,BHC9275BOH,化妆品系列,1,334,15.9,2025-01,低,0.74
CUST0026,潜在,FWD407,着色系列,2,78,13.3,2024-12,低,0.35
CUST0026,潜在,FWD330,金色系列,3,231,6.8,2025-05,低,0.56
CUST0026,潜在,FWD001,其他,4,100,1.4,2024-10,高,0.35
CUST0026,潜在,FWD111M,银白系列,5,311,12.5,2025-11,中,0.6
CUST0026,潜在,BHC9237GRH,化妆品系列,6,35,11.6,2024-10,高,0.57
CUST0026,潜在,FWD205WR,耐候系列,7,70,22.4,2025-07,高,0.77
CUST0026,潜在,FWD8503WR,耐候系列,8,270,13.0,2025-07,低,0.52
CUST0026,潜在,FWD101,银白系列,9,91,17.3,2025-04,高,0.57
CUST0026,潜在,FWD6810,水晶系列,10,147,17.9,2025-06,低,0.93
CUST0027,大客户,FWD5518,金属彩光系列,1,30,10.6,2024-10,中,0.88
CUST0027,大客户,BHC5518,化妆品系列,2,214,23.3,2025-03,中,0.92
CUST0027,大客户,FWD231,虹彩系列,3,464,13.6,2025-10,高,0.94
CUST0027,大客户,FWD410,着色系列,4,73,21.9,2025-07,低,0.8
CUST0027,大客户,FWD101,银白系列,5,255,10.2,2025-02,高,0.49
CUST0027,大客户,FWD101WR,耐候系列,6,444,2.9,2025-06,中,0.89
CUST0027,大客户,FWD5895,钻石系列,7,164,7.7,2024-11,低,0.85
CUST0027,大客户,FWD6601A,磁性珠光,8,195,1.7,2025-08,低,0.39
CUST0027,大客户,FWD217,虹彩系列,9,38,19.7,2025-01,中,0.78
CUST0027,大客户,BHC89232BR,着色变色龙,10,94,5.0,2025-01,中,0.66
CUST0028,大客户,FWD5870A,钻石系列,1,105,5.1,2024-11,中,0.5
CUST0028,大客户,FWD6810,水晶系列,2,197,13.0,2024-10,中,0.41
CUST0028,大客户,FWD103,银白系列,3,73,13.9,2025-11,高,0.69
CUST0029,普通,FWD306,金色系列,1,254,1.8,2024-11,中,0.47
CUST0029,普通,FWDD25L,钻石系列,2,382,14.8,2025-09,低,0.69
CUST0029,普通,FWDD29L,钻石系列,3,89,6.1,2024-10,中,0.68
CUST0030,潜在,FWDV040,玻璃包银系列,1,67,22.8,2025-04,低,0.31
CUST0030,潜在,FWD7331,其他,2,226,22.1,2025-04,高,0.3
CUST0030,潜在,FWD361,金色系列,3,427,20.6,2025-11,低,0.86
CUST0030,潜在,FWD7305,其他,4,478,15.1,2025-08,高,0.75
CUST0030,潜在,FWD503,金属彩光系列,5,255,21.1,2025-10,低,0.39
CUST0030,潜在,FWD6002T,超白系列,6,214,20.9,2025-02,高,0.88
CUST0030,潜在,FWD7504,其他,7,315,22.8,2025-08,中,0.63
CUST0030,潜在,FWD173,银白系列,8,412,21.8,2025-05,高,0.87
CUST0030,潜在,FWDV020,玻璃包银系列,9,345,17.0,2024-12,高,0.79
CUST0031,潜在,FWD3500,金属彩光系列,1,221,11.6,2025-03,低,0.79
CUST0031,潜在,FWD6502A,水晶系列,2,377,3.5,2025-10,高,0.41
CUST0031,潜在,FWD300WR,耐候系列,3,11,17.1,2024-10,中,0.63
CUST0031,潜在,FWD525WR,耐候系列,4,378,19.0,2025-10,低,0.57
CUST0032,大客户,BHC9328GR,玻璃变色龙,1,294,24.0,2025-06,低,0.71
CUST0032,大客户,FWD122,银白系列,2,40,21.7,2025-01,高,0.84
CUST0032,大客户,FWD302WR,耐候系列,3,438,3.6,2025-02,低,0.62
CUST0032,大客户,FWD500,金属彩光系列,4,225,8.3,2025-10,低,0.91
CUST0032,大客户,FWD502WR,耐候系列,5,494,11.2,2025-08,高,0.43
CUST0032,大客户,FWD300,金色系列,6,29,11.1,2025-04,中,0.45
CUST0032,大客户,FWD211WR,耐候系列,7,499,8.7,2025-10,中,0.5
CUST0032,大客户,FWD7351,其他,8,388,2.8,2024-10,中,0.85
CUST0033,潜在,FWD504,金属彩光系列,1,485,17.7,2025-04,中,0.4
CUST0033,潜在,FWD408,着色系列,2,307,18.3,2025-08,高,0.49
CUST0033,潜在,BHC9233POH,化妆品系列,3,382,3.5,2025-07,低,0.58
CUST0033,潜在,FWDV095B,玻璃包银系列,4,325,6.4,2024-11,中,0.54
CUST0033,潜在,FWD6303,水晶系列,5,363,17.9,2024-11,低,0.68
CUST0033,潜在,FWD6810,水晶系列,6,158,8.3,2025-11,中,0.87
CUST0033,潜在,FWD416,着色系列,7,430,5.8,2025-05,低,0.46
CUST0033,潜在,FWD411,着色系列,8,346,21.1,2025-11,中,0.49
CUST0033,潜在,FWD299,虹彩系列,9,360,14.9,2025-03,高,0.34
CUST0033,潜在,FWD6005,超白系列,10,428,11.5,2025-06,中,0.79
CUST0033,潜在,FWD3112,金色系列,11,42,8.4,2025-03,中,0.83
CUST0034,大客户,FWD503,金属彩光系列,1,50,16.9,2025-02,中,0.81
CUST0034,大客户,FWD110,银白系列,2,103,10.0,2025-01,中,0.54
CUST0034,大客户,FWDV550,玻璃包银系列,3,255,2.4,2025-04,中,0.7
CUST0034,大客户,FWD6500,水晶系列,4,225,17.6,2025-04,低,0.67
CUST0034,大客户,FWD401,着色系列,5,476,7.1,2025-01,高,0.48
CUST0034,大客户,FWD534,金属彩光系列,6,499,6.2,2024-10,低,0.34
CUST0034,大客户,FWD224,虹彩系列,7,415,22.8,2025-04,高,0.79
CUST0034,大客户,FWD6504T,水晶系列,8,90,7.0,2025-04,中,0.75
CUST0035,普通,FWD5870B,钻石系列,1,286,17.1,2025-08,低,0.92
CUST0035,普通,FWD400B,着色系列,2,341,9.4,2025-01,中,0.39
CUST0035,普通,FWD308,金色系列,3,496,20.6,2025-06,高,0.44
CUST0035,普通,FWD153,银白系列,4,248,9.1,2024-12,中,0.72
CUST0035,普通,FWDV150,玻璃包银系列,5,396,3.1,2025-05,中,0.56
CUST0035,普通,FWD524,金属彩光系列,6,163,16.0,2024-12,高,0.44
CUST0036,大客户,FWD6820,水晶系列,1,78,17.7,2025-01,中,0.73
CUST0036,大客户,FWDV015,玻璃包银系列,2,231,10.4,2025-05,低,0.64
CUST0036,大客户,FWD201,虹彩系列,3,474,23.4,2025-09,高,0.47
CUST0036,大客户,FWD6885,水晶系列,4,305,19.4,2025-08,中,0.68
CUST0036,大客户,FWD524WR,耐候系列,5,66,11.6,2025-04,高,0.94
CUST0036,大客户,FWD201WR,耐候系列,6,345,16.6,2025-08,中,0.6
CUST0036,大客户,FWD6002,超白系列,7,146,15.0,2025-10,低,0.37
CUST0036,大客户,FWD430,着色系列,8,198,17.2,2025-07,高,0.9
CUST0036,大客户,FWD6860,水晶系列,9,106,20.0,2025-06,低,0.88
CUST0036,大客户,FWD361,金色系列,10,349,8.0,2025-07,低,0.71
CUST0036,大客户,FWD6850,水晶系列,11,279,13.0,2024-12,低,0.84
CUST0037,普通,FWD355,金色系列,1,462,18.4,2024-11,中,0.8
CUST0037,普通,FWD410,着色系列,2,489,13.1,2025-11,低,0.39
CUST0037,普通,FWD308,金色系列,3,141,13.2,2025-05,中,0.87
CUST0038,大客户,FWDV080B,玻璃包银系列,1,99,23.7,2025-07,高,0.75
CUST0038,大客户,BHC9225BMTH,化妆品系列,2,249,20.5,2025-04,低,0.34
CUST0038,大客户,FWD205M,虹彩系列,3,414,16.8,2025-11,低,0.7
CUST0038,大客户,FWD211,虹彩系列,4,494,16.2,2025-09,低,0.39
CUST0038,大客户,FWD6881,水晶系列,5,104,19.4,2025-10,高,0.52
CUST0039,大客户,FWD5800,钻石系列,1,353,3.1,2025-03,中,0.86
CUST0039,大客户,FWD3302,金色系列,2,400,18.8,2025-11,高,0.79
CUST0039,大客户,FWD123,银白系列,3,336,20.5,2025-02,中,0.52
CUST0039,大客户,FWD235,虹彩系列,4,341,17.8,2025-04,低,0.43
CUST0039,大客户,FWD7331,其他,5,286,12.1,2024-10,高,0.54
CUST0039,大客户,FWD502WR,耐候系列,6,62,23.3,2025-06,中,0.53
CUST0039,大客户,FWD300,金色系列,7,440,8.4,2024-11,中,0.59
CUST0040,大客户,FWD5870A,钻石系列,1,393,4.0,2025-10,高,0.58
CUST0040,大客户,FWD3112,金色系列,2,396,5.1,2025-07,中,0.62
CUST0040,大客户,FWD299,虹彩系列,3,218,9.3,2025-03,中,0.51
CUST0040,大客户,FWD221,虹彩系列,4,205,10.0,2025-11,低,0.91
CUST0040,大客户,FWDD10Y,钻石系列,5,243,10.2,2024-10,低,0.31
CUST0040,大客户,FWD249,虹彩系列,6,316,22.5,2024-10,低,0.34
CUST0040,大客户,BHC9326BM ,玻璃变色龙,7,142,11.0,2025-04,中,0.93
CUST0040,大客户,FWDD27L,钻石系列,8,53,1.9,2025-06,高,0.53
CUST0040,大客户,FWD001,其他,9,332,3.1,2025-11,中,0.65
CUST0041,大客户,FWD5519WR,耐候系列,1,111,15.7,2025-05,低,0.31
CUST0041,大客户,FWD508WR,耐候系列,2,186,5.4,2025-02,低,0.33
CUST0041,大客户,FWD308,金色系列,3,106,19.8,2024-10,中,0.61
CUST0041,大客户,FWD303,金色系列,4,318,1.6,2025-09,低,0.33
CUST0042,潜在,FWD215,虹彩系列,1,369,19.9,2025-03,高,0.85
CUST0042,潜在,FWDD25M,钻石系列,2,124,7.8,2025-11,高,0.34
CUST0042,潜在,FWD323WR,耐候系列,3,449,22.2,2025-10,中,0.91
CUST0043,普通,FWDD10A,钻石系列,1,293,7.0,2025-01,高,0.86
CUST0043,普通,FWD110,银白系列,2,82,10.6,2024-10,中,0.54
CUST0043,普通,FWD103,银白系列,3,373,14.8,2024-10,高,0.91
CUST0043,普通,FWD508,金属彩光系列,4,450,17.0,2025-04,中,0.78
CUST0043,普通,FWD419B,着色系列,5,29,12.0,2024-12,高,0.66
CUST0043,普通,FWD5870D,钻石系列,6,300,13.9,2025-03,高,0.72
CUST0044,普通,FWD7365,其他,1,149,18.9,2025-06,高,0.91
CUST0044,普通,FWD5890,钻石系列,2,99,19.9,2025-08,低,0.31
CUST0044,普通,FWD525WR,耐候系列,3,154,20.9,2024-11,中,0.83
CUST0044,普通,FWDV060,玻璃包银系列,4,109,6.2,2024-10,低,0.37
CUST0044,普通,FWD304,金色系列,5,378,3.0,2025-03,高,0.4
CUST0045,大客户,FWD231WR,耐候系列,1,474,10.4,2025-09,中,0.37
CUST0045,大客户,FWD6840,水晶系列,2,346,3.5,2025-04,高,0.59
CUST0045,大客户,FWD8503WR,耐候系列,3,248,6.5,2025-05,低,0.63
CUST0046,大客户,FWD6603B,磁性珠光,1,155,20.6,2025-10,中,0.83
CUST0046,大客户,FWD235WR,耐候系列,2,121,7.2,2025-09,中,0.88
CUST0046,大客户,FWD5870B,钻石系列,3,157,9.9,2025-01,低,0.82
CUST0046,大客户,FWD323WR,耐候系列,4,432,5.2,2025-10,低,0.73
CUST0046,大客户,FWDV040B,玻璃包银系列,5,98,5.0,2025-02,中,0.43
CUST0047,普通,FWD504,金属彩光系列,1,161,6.9,2024-11,低,0.65
CUST0047,普通,FWD5892,钻石系列,2,249,17.8,2025-11,低,0.52
CUST0047,普通,FWD6163,超白系列,3,61,13.8,2024-11,中,0.93
CUST0047,普通,FWDD28X,钻石系列,4,388,13.7,2025-08,中,0.38
CUST0047,普通,FWD7322,其他,5,173,20.6,2024-10,高,0.49
CUST0047,普通,FWD302,金色系列,6,188,17.4,2025-06,高,0.49
CUST0047,普通,BHC89237BG,着色变色龙,7,352,4.7,2025-06,中,0.44
CUST0047,普通,FWD231WR,耐候系列,8,460,4.9,2025-07,低,0.57
CUST0047,普通,FWD306,金色系列,9,370,7.2,2025-01,高,0.39
CUST0047,普通,FWDD27M,钻石系列,10,487,2.9,2024-12,低,0.69
CUST0047,普通,FWDV060,玻璃包银系列,11,407,11.6,2025-02,中,0.88
CUST0048,普通,FWD6002,超白系列,1,149,2.8,2025-05,中,0.64
CUST0048,普通,FWD509,金属彩光系列,2,44,13.8,2025-05,低,0.64
CUST0048,普通,FWD5893,钻石系列,3,204,1.6,2025-02,高,0.47
CUST0048,普通,FWD505,金属彩光系列,4,450,1.0,2025-06,中,0.91
CUST0048,普通,FWD6501,水晶系列,5,303,15.4,2024-10,高,0.45
CUST0048,普通,FWD305,金色系列,6,450,22.6,2025-07,中,0.31
CUST0048,普通,FWDD10A,钻石系列,7,256,4.7,2025-08,中,0.82
CUST0048,普通,FWD500,金属彩光系列,8,37,3.1,2024-11,高,0.6
CUST0048,普通,FWD6018,超白系列,9,438,18.0,2025-11,低,0.88
CUST0048,普通,FWD418B,着色系列,10,146,17.8,2025-04,中,0.59
CUST0049,潜在,FWD525WR,耐候系列,1,32,21.0,2025-02,中,0.58
CUST0049,潜在,FWD436 ,着色系列,2,109,9.4,2025-02,中,0.64
CUST0049,潜在,BHC5518,化妆品系列,3,178,11.4,2025-08,高,0.83
CUST0049,潜在,FWD6205,水晶系列,4,415,5.8,2025-10,高,0.85
