supplier_id,month,promised_days,actual_days,on_time,delay_days
SUP008,2025-04,25,27,True,2
SUP008,2025-04,63,62,True,0
SUP008,2025-05,79,81,True,2
SUP008,2025-06,44,43,True,0
SUP008,2025-06,39,42,True,3
SUP008,2025-06,87,89,True,2
SUP008,2025-07,71,71,True,0
SUP008,2025-07,41,53,False,12
SUP008,2025-07,76,79,True,3
SUP008,2025-07,89,87,True,0
SUP008,2025-07,35,33,True,0
SUP008,2025-08,31,28,True,0
SUP008,2025-08,64,64,True,0
SUP008,2025-08,50,49,True,0
SUP008,2025-08,64,62,True,0
SUP008,2025-09,46,43,True,0
SUP008,2025-09,60,60,True,0
SUP008,2025-09,59,57,True,0
SUP008,2025-09,62,65,True,3
SUP008,2025-09,68,65,True,0
SUP008,2025-09,39,37,True,0
SUP008,2025-09,80,77,True,0
SUP008,2025-09,33,34,True,1
SUP008,2025-10,37,37,True,0
SUP008,2025-11,24,23,True,0
SUP008,2025-11,74,73,True,0
SUP008,2025-11,52,50,True,0
SUP009,2024-10,27,29,True,2
SUP009,2024-10,67,65,True,0
SUP009,2024-10,68,68,True,0
SUP009,2024-10,21,20,True,0
SUP009,2024-10,45,47,True,2
SUP009,2024-11,70,70,True,0
SUP009,2024-12,63,68,False,5
SUP009,2024-12,59,57,True,0
SUP009,2024-12,23,43,False,20
SUP009,2024-12,81,80,True,0
SUP009,2024-12,75,78,True,3
SUP009,2024-12,42,44,True,2
SUP009,2024-12,75,85,False,10
SUP009,2025-01,36,46,False,10
SUP009,2025-01,75,78,True,3
SUP009,2025-01,23,24,True,1
SUP009,2025-01,76,79,True,3
SUP009,2025-01,27,29,True,2
SUP009,2025-02,68,78,False,10
SUP009,2025-02,49,68,False,19
SUP009,2025-02,71,72,True,1
SUP009,2025-03,78,77,True,0
SUP009,2025-03,18,19,True,1
SUP009,2025-03,29,29,True,0
SUP009,2025-03,58,55,True,0
SUP009,2025-03,15,12,True,0
SUP009,2025-04,74,85,False,11
SUP009,2025-04,32,33,True,1
SUP009,2025-04,64,63,True,0
SUP009,2025-04,80,80,True,0
SUP009,2025-04,34,31,True,0
SUP009,2025-04,63,63,True,0
SUP009,2025-04,38,41,True,3
SUP009,2025-05,54,52,True,0
SUP009,2025-05,17,14,True,0
SUP009,2025-05,59,60,True,1
SUP009,2025-05,17,18,True,1
SUP009,2025-05,67,81,False,14
SUP009,2025-05,73,70,True,0
SUP009,2025-05,28,29,True,1
SUP009,2025-06,31,40,False,9
SUP009,2025-06,44,42,True,0
SUP009,2025-06,76,93,False,17
SUP009,2025-06,61,63,True,2
SUP009,2025-06,85,88,True,3
SUP009,2025-06,74,73,True,0
SUP009,2025-06,63,61,True,0
SUP009,2025-07,51,67,False,16
SUP009,2025-07,22,19,True,0
SUP009,2025-07,53,56,True,3
SUP009,2025-07,86,98,False,12
SUP009,2025-07,84,85,True,1
SUP009,2025-07,60,63,True,3
SUP009,2025-08,57,63,False,6
SUP009,2025-09,54,56,True,2
SUP009,2025-09,16,18,True,2
SUP009,2025-09,62,59,True,0
SUP009,2025-09,61,58,True,0
SUP009,2025-09,88,86,True,0
SUP009,2025-10,41,43,True,2
SUP009,2025-10,78,79,True,1
SUP009,2025-10,79,77,True,0
SUP009,2025-10,61,67,False,6
SUP009,2025-10,35,35,True,0
SUP009,2025-11,65,71,False,6
SUP009,2025-11,34,44,False,10
SUP009,2025-11,81,88,False,7
SUP009,2025-11,46,47,True,1
SUP009,2025-11,64,82,False,18
SUP009,2025-11,89,86,True,0
SUP009,2025-11,75,78,True,3
SUP010,2024-10,47,48,True,1
SUP010,2024-10,38,45,False,7
SUP010,2024-10,22,23,True,1
SUP010,2024-10,42,42,True,0
SUP010,2024-10,63,66,True,3
SUP010,2024-10,53,51,True,0
SUP010,2024-11,73,71,True,0
SUP010,2024-11,20,22,True,2
SUP010,2024-11,32,32,True,0
SUP010,2024-11,84,83,True,0
SUP010,2024-11,57,75,False,18
SUP010,2024-12,27,26,True,0
SUP010,2024-12,65,62,True,0
SUP010,2025-01,14,14,True,0
SUP010,2025-01,53,52,True,0
SUP010,2025-01,70,73,True,3
SUP010,2025-01,68,71,True,3
SUP010,2025-01,23,24,True,1
SUP010,2025-01,34,35,True,1
SUP010,2025-01,62,76,False,14
SUP010,2025-02,43,42,True,0
SUP010,2025-02,83,81,True,0
SUP010,2025-02,72,74,True,2
SUP010,2025-02,31,51,False,20
SUP010,2025-02,39,42,True,3
SUP010,2025-02,89,107,False,18
SUP010,2025-02,88,91,True,3
SUP010,2025-02,61,64,True,3
SUP010,2025-03,27,30,True,3
SUP010,2025-03,61,60,True,0
SUP010,2025-03,85,87,True,2
SUP010,2025-04,39,57,False,18
SUP010,2025-04,85,84,True,0
SUP010,2025-04,42,39,True,0
SUP010,2025-04,64,77,False,13
SUP010,2025-04,27,43,False,16
SUP010,2025-05,87,86,True,0
SUP010,2025-05,72,75,True,3
SUP010,2025-05,22,22,True,0
SUP010,2025-05,71,72,True,1
SUP010,2025-05,74,75,True,1
SUP010,2025-05,24,24,True,0
SUP010,2025-05,24,21,True,0
SUP010,2025-05,30,42,False,12
SUP010,2025-06,75,92,False,17
SUP010,2025-06,41,38,True,0
SUP010,2025-06,64,67,True,3
SUP010,2025-07,77,80,True,3
SUP010,2025-07,87,88,True,1
SUP010,2025-07,73,73,True,0
SUP010,2025-07,60,60,True,0
SUP010,2025-07,51,71,False,20
SUP010,2025-08,82,79,True,0
SUP010,2025-08,75,73,True,0
SUP010,2025-09,18,15,True,0
SUP010,2025-09,87,106,False,19
SUP010,2025-09,58,61,True,3
SUP010,2025-09,76,74,True,0
SUP010,2025-09,50,56,False,6
SUP010,2025-10,20,17,True,0
SUP010,2025-10,89,89,True,0
SUP010,2025-10,37,37,True,0
SUP010,2025-10,67,77,False,10
SUP010,2025-10,72,73,True,1
SUP010,2025-10,44,47,True,3
SUP010,2025-10,36,34,True,0
SUP010,2025-11,39,39,True,0
SUP010,2025-11,80,78,True,0
SUP010,2025-11,67,64,True,0
SUP010,2025-11,30,36,False,6
SUP010,2025-11,69,71,True,2
SUP010,2025-11,71,71,True,0
SUP010,2025-11,29,47,False,18
SUP010,2025-11,88,87,True,0
SUP011,2024-10,15,16,True,1
SUP011,2024-10,83,85,True,2
SUP011,2024-10,89,88,True,0
SUP011,2024-10,59,62,True,3
SUP011,2024-10,62,59,True,0
SUP011,2024-10,76,75,True,0
SUP011,2024-10,19,21,True,2
SUP011,2024-10,64,62,True,0
SUP011,2024-11,39,38,True,0
SUP011,2024-11,55,57,True,2
SUP011,2024-11,79,94,False,15
SUP011,2024-11,37,40,True,3
SUP011,2024-11,30,36,False,6
SUP011,2024-11,16,32,False,16
SUP011,2024-12,71,68,True,0
SUP011,2024-12,52,54,True,2
SUP011,2024-12,21,23,True,2
SUP011,2024-12,14,13,True,0
SUP011,2024-12,32,32,True,0
SUP011,2024-12,84,82,True,0
SUP011,2024-12,22,27,False,5
SUP011,2024-12,49,67,False,18
SUP011,2025-01,81,86,False,5
SUP011,2025-01,85,85,True,0
SUP011,2025-01,63,60,True,0
SUP011,2025-01,69,67,True,0
SUP011,2025-01,44,44,True,0
SUP011,2025-01,57,57,True,0
SUP011,2025-01,60,61,True,1
SUP011,2025-02,26,26,True,0
SUP011,2025-03,83,91,False,8
SUP011,2025-03,42,42,True,0
SUP011,2025-03,34,32,True,0
SUP011,2025-03,18,21,True,3
SUP011,2025-03,22,20,True,0
SUP011,2025-03,26,23,True,0
SUP011,2025-04,17,34,False,17
SUP011,2025-04,44,43,True,0
SUP011,2025-04,76,75,True,0
SUP011,2025-04,81,83,True,2
SUP011,2025-04,48,51,True,3
SUP011,2025-04,85,87,True,2
SUP011,2025-05,52,54,True,2
SUP011,2025-05,73,76,True,3
SUP011,2025-05,52,66,False,14
SUP011,2025-05,53,50,True,0
SUP011,2025-05,73,90,False,17
SUP011,2025-05,68,75,False,7
SUP011,2025-05,90,87,True,0
SUP011,2025-05,42,40,True,0
SUP011,2025-06,61,63,True,2
SUP011,2025-06,89,89,True,0
SUP011,2025-06,24,22,True,0
SUP011,2025-07,27,30,True,3
SUP011,2025-07,78,79,True,1
SUP011,2025-07,72,74,True,2
SUP011,2025-08,18,33,False,15
SUP011,2025-08,23,24,True,1
SUP011,2025-08,42,53,False,11
SUP011,2025-08,21,20,True,0
SUP011,2025-08,57,54,True,0
SUP011,2025-08,64,64,True,0
SUP011,2025-08,37,34,True,0
SUP011,2025-08,90,95,False,5
SUP011,2025-09,30,36,False,6
SUP011,2025-09,25,41,False,16
SUP011,2025-09,88,87,True,0
SUP011,2025-09,34,31,True,0
SUP011,2025-09,24,43,False,19
SUP011,2025-10,58,78,False,20
SUP011,2025-10,37,34,True,0
SUP011,2025-10,34,33,True,0
SUP011,2025-10,17,20,True,3
SUP011,2025-10,80,77,True,0
SUP011,2025-10,26,42,False,16
SUP011,2025-10,88,98,False,10
SUP011,2025-11,37,35,True,0
SUP011,2025-11,48,51,True,3
SUP011,2025-11,47,49,True,2
SUP012,2024-10,69,76,False,7
SUP012,2024-10,58,56,True,0
SUP012,2024-10,30,31,True,1
SUP012,2024-10,76,78,True,2
SUP012,2024-10,49,49,True,0
SUP012,2024-10,22,24,True,2
SUP012,2024-10,85,88,True,3
SUP012,2024-11,89,87,True,0
SUP012,2024-11,36,39,True,3
SUP012,2024-11,28,26,True,0
SUP012,2024-11,49,51,True,2
SUP012,2024-11,21,18,True,0
SUP012,2024-11,79,80,True,1
SUP012,2024-12,84,87,True,3
SUP012,2025-01,79,79,True,0
SUP012,2025-01,28,26,True,0
SUP012,2025-01,80,80,True,0
SUP012,2025-01,39,38,True,0
SUP012,2025-01,33,49,False,16
SUP012,2025-01,73,71,True,0
SUP012,2025-01,69,72,True,3
SUP012,2025-01,61,60,True,0
SUP012,2025-02,17,15,True,0
SUP012,2025-02,75,77,True,2
SUP012,2025-02,87,84,True,0
SUP012,2025-02,47,49,True,2
SUP012,2025-02,87,94,False,7
SUP012,2025-02,22,20,True,0
SUP012,2025-02,24,22,True,0
SUP012,2025-02,75,77,True,2
SUP012,2025-03,23,20,True,0
SUP012,2025-03,63,83,False,20
SUP012,2025-03,37,34,True,0
SUP012,2025-03,33,32,True,0
SUP012,2025-03,24,22,True,0
SUP012,2025-03,67,64,True,0
SUP012,2025-03,82,83,True,1
SUP012,2025-04,37,40,True,3
SUP012,2025-04,88,90,True,2
SUP012,2025-04,42,45,True,3
SUP012,2025-04,87,90,True,3
SUP012,2025-05,22,25,True,3
SUP012,2025-05,45,52,False,7
SUP012,2025-05,80,78,True,0
SUP012,2025-05,20,18,True,0
SUP012,2025-05,24,24,True,0
SUP012,2025-06,86,86,True,0
SUP012,2025-06,36,36,True,0
SUP012,2025-06,23,25,True,2
SUP012,2025-07,52,50,True,0
SUP012,2025-08,65,62,True,0
SUP012,2025-08,89,91,True,2
SUP012,2025-08,75,77,True,2
SUP012,2025-08,72,71,True,0
SUP012,2025-08,34,34,True,0
SUP012,2025-08,18,18,True,0
SUP012,2025-08,81,79,True,0
SUP012,2025-08,61,64,True,3
SUP012,2025-09,38,53,False,15
SUP012,2025-09,53,65,False,12
SUP012,2025-10,72,71,True,0
SUP012,2025-10,46,48,True,2
SUP012,2025-11,29,28,True,0
SUP012,2025-11,46,44,True,0
SUP012,2025-11,42,41,True,0
SUP012,2025-11,19,21,True,2
SUP012,2025-11,85,84,True,0
SUP012,2025-11,56,61,False,5
SUP013,2024-10,27,24,True,0
SUP013,2024-10,80,79,True,0
SUP013,2024-10,82,79,True,0
SUP013,2024-11,90,92,True,2
SUP013,2024-11,64,65,True,1
SUP013,2024-11,71,74,True,3
SUP013,2024-11,57,60,True,3
SUP013,2024-11,77,92,False,15
SUP013,2024-11,44,52,False,8
SUP013,2024-12,69,68,True,0
SUP013,2024-12,38,38,True,0
SUP013,2024-12,81,84,True,3
SUP013,2024-12,28,30,True,2
SUP013,2024-12,29,27,True,0
SUP013,2024-12,28,48,False,20
SUP013,2024-12,46,45,True,0
SUP013,2024-12,67,65,True,0
SUP013,2025-01,67,64,True,0
SUP013,2025-01,58,55,True,0
SUP013,2025-02,50,52,True,2
SUP013,2025-02,16,18,True,2
SUP013,2025-02,48,63,False,15
SUP013,2025-02,28,28,True,0
SUP013,2025-02,50,60,False,10
SUP013,2025-02,44,44,True,0
SUP013,2025-02,68,71,True,3
SUP013,2025-03,28,27,True,0
SUP013,2025-04,34,44,False,10
SUP013,2025-04,48,67,False,19
SUP013,2025-04,29,26,True,0
SUP013,2025-04,62,64,True,2
