customer_id,customer_name,customer_type,industry,country,city,credit_limit_rmb,payment_terms,account_manager,since_date,active,annual_spend_rmb_est
CUST0032,客户_B032,大客户,涂料,德国,苏州,1014743,月结30天,陈明,2016-12-01,True,4631924.0
CUST0033,客户_B033,潜在,化妆品,德国,北京,171881,月结30天,刘洋,2015-04-01,True,306604.0
CUST0034,客户_B034,大客户,汽车,中国,苏州,215454,预付款,王芳,2016-04-01,True,2491704.0
CUST0035,客户_B035,普通,油墨,中国,成都,76814,预付款,刘洋,2018-04-01,True,1236870.0
CUST0036,客户_B036,大客户,化妆品,美国,广州,808295,月结60天,张伟,2019-10-01,True,57483.0
CUST0037,客户_B037,普通,化妆品,中国,苏州,91101,月结30天,刘洋,2022-03-01,True,3893728.0
CUST0038,客户_B038,大客户,涂料,德国,北京,1820241,货到付款,陈明,2023-04-01,True,827131.0
CUST0039,客户_B039,大客户,纺织,美国,北京,1797411,月结60天,陈明,2021-08-01,True,4394583.0
CUST0040,客户_B040,大客户,塑料,日本,成都,631766,预付款,李娜,2015-01-01,True,261335.0
CUST0041,客户_C041,大客户,塑料,美国,上海,1483943,货到付款,张伟,2020-08-01,True,4859653.0
CUST0042,客户_C042,潜在,食品,美国,深圳,119697,预付款,王芳,2020-05-01,True,3832387.0
CUST0043,客户_C043,普通,食品,日本,深圳,32384,预付款,张伟,2018-07-01,True,3150386.0
CUST0044,客户_C044,普通,纺织,日本,成都,63786,货到付款,张伟,2017-01-01,True,4228517.0
CUST0045,客户_C045,大客户,油墨,中国,杭州,1509562,月结30天,刘洋,2021-05-01,True,2284844.0
CUST0046,客户_C046,大客户,电子,德国,杭州,402055,预付款,陈明,2022-05-01,True,3570634.0
CUST0047,客户_C047,普通,食品,中国,成都,65582,月结60天,李娜,2021-09-01,True,3684093.0
CUST0048,客户_C048,普通,电子,德国,杭州,181131,月结60天,刘洋,2023-06-01,True,1005252.0
CUST0049,客户_C049,潜在,油墨,日本,深圳,135540,货到付款,刘洋,2018-03-01,True,2517250.0
CUST0050,客户_C050,潜在,涂料,日本,广州,141187,月结60天,王芳,2022-03-01,True,2966334.0
CUST0051,客户_C051,普通,电子,中国,广州,197195,月结60天,陈明,2015-02-01,True,4269162.0
CUST0052,客户_C052,普通,电子,日本,深圳,27476,月结60天,王芳,2019-03-01,True,602213.0
CUST0053,客户_C053,大客户,电子,美国,上海,1068166,月结60天,刘洋,2022-07-01,False,823447.0
CUST0054,客户_C054,普通,汽车,中国,成都,38439,月结60天,刘洋,2016-10-01,True,3018608.0
CUST0055,客户_C055,普通,汽车,日本,苏州,13496,货到付款,刘洋,2016-10-01,True,1399207.0
CUST0056,客户_C056,潜在,食品,韩国,广州,119598,预付款,王芳,2020-12-01,True,314117.0
CUST0057,客户_C057,潜在,汽车,韩国,上海,96322,预付款,刘洋,2015-03-01,True,211016.0
CUST0058,客户_C058,潜在,塑料,中国,北京,76350,预付款,陈明,2018-03-01,True,1521095.0
CUST0059,客户_C059,大客户,纺织,德国,杭州,86628,月结60天,李娜,2017-05-01,True,1428407.0
CUST0060,客户_C060,潜在,涂料,中国,上海,139857,预付款,王芳,2022-11-01,False,1658496.0
CUST0061,客户_D061,普通,油墨,韩国,苏州,56914,预付款,陈明,2018-02-01,True,2572438.0
CUST0062,客户_D062,大客户,电子,日本,上海,824794,货到付款,李娜,2017-08-01,True,3338016.0
CUST0063,客户_D063,潜在,食品,韩国,北京,64169,月结30天,王芳,2023-07-01,True,4119659.0
CUST0064,客户_D064,潜在,化妆品,中国,北京,106949,月结60天,刘洋,2020-03-01,True,1086864.0
CUST0065,客户_D065,大客户,涂料,中国,苏州,91081,月结60天,刘洋,2022-02-01,True,941879.0
CUST0066,客户_D066,大客户,油墨,中国,深圳,193315,预付款,陈明,2017-12-01,True,3351868.0
CUST0067,客户_D067,大客户,塑料,德国,深圳,438487,货到付款,张伟,2021-08-01,True,1552221.0
CUST0068,客户_D068,潜在,油墨,德国,苏州,35389,月结60天,张伟,2023-05-01,True,1904153.0
CUST0069,客户_D069,潜在,食品,韩国,成都,94026,月结30天,刘洋,2018-09-01,True,1742705.0
CUST0070,客户_D070,普通,化妆品,日本,广州,174240,月结60天,李娜,2016-12-01,True,4080528.0
CUST0071,客户_D071,大客户,食品,中国,上海,1327579,预付款,张伟,2015-11-01,True,2007153.0
CUST0072,客户_D072,普通,化妆品,美国,北京,46325,月结30天,陈明,2021-05-01,True,2950573.0
CUST0073,客户_D073,大客户,电子,美国,上海,1322036,月结30天,王芳,2021-01-01,True,3533258.0
CUST0074,客户_D074,普通,电子,中国,杭州,151673,预付款,李娜,2019-09-01,True,264119.0
CUST0075,客户_D075,潜在,食品,中国,深圳,134023,月结30天,李娜,2022-07-01,True,3873981.0
CUST0076,客户_D076,大客户,油墨,中国,北京,1407707,货到付款,李娜,2021-03-01,False,4603402.0
CUST0077,客户_D077,大客户,涂料,日本,杭州,157712,月结30天,刘洋,2020-02-01,True,4544925.0
CUST0078,客户_D078,大客户,油墨,美国,深圳,1491143,月结30天,刘洋,2018-09-01,True,1323230.0
CUST0079,客户_D079,大客户,纺织,美国,杭州,766785,月结60天,刘洋,2018-07-01,True,2715331.0
CUST0080,客户_D080,普通,汽车,美国,成都,127990,月结60天,陈明,2019-07-01,True,1379298.0
CUST0081,客户_E081,大客户,化妆品,中国,上海,65564,预付款,李娜,2018-05-01,True,613220.0
CUST0082,客户_E082,普通,油墨,韩国,广州,23474,货到付款,刘洋,2016-06-01,True,2168228.0
CUST0083,客户_E083,大客户,化妆品,中国,上海,599218,月结60天,张伟,2019-05-01,True,1316202.0
CUST0084,客户_E084,普通,食品,韩国,北京,44363,货到付款,李娜,2019-01-01,True,3344960.0
CUST0085,客户_E085,普通,化妆品,日本,苏州,88400,月结30天,张伟,2017-12-01,True,3260801.0
CUST0086,客户_E086,大客户,汽车,德国,成都,845766,预付款,陈明,2020-05-01,True,4126883.0
CUST0087,客户_E087,普通,电子,日本,广州,170604,月结30天,李娜,2015-08-01,True,3226377.0
CUST0088,客户_E088,潜在,塑料,美国,成都,87436,货到付款,王芳,2020-10-01,True,2781735.0
CUST0089,客户_E089,潜在,涂料,德国,杭州,31955,货到付款,刘洋,2016-08-01,True,334217.0
CUST0090,客户_E090,大客户,汽车,中国,北京,988475,月结60天,李娜,2019-05-01,True,2550911.0
CUST0091,客户_E091,潜在,油墨,德国,苏州,137399,预付款,陈明,2021-03-01,True,52658.0
CUST0092,客户_E092,潜在,化妆品,中国,苏州,189058,货到付款,刘洋,2021-05-01,True,2008710.0
CUST0093,客户_E093,普通,塑料,中国,深圳,172881,月结60天,陈明,2019-04-01,True,1592101.0
CUST0094,客户_E094,大客户,塑料,德国,深圳,729135,月结60天,刘洋,2023-12-01,True,2419254.0
CUST0095,客户_E095,潜在,涂料,韩国,深圳,95000,货到付款,陈明,2016-05-01,True,4470416.0
CUST0096,客户_E096,普通,化妆品,中国,深圳,128627,预付款,王芳,2020-03-01,True,660430.0
CUST0097,客户_E097,大客户,涂料,美国,广州,1097689,月结30天,王芳,2016-10-01,True,848686.0
CUST0098,客户_E098,潜在,电子,中国,苏州,29070,货到付款,王芳,2017-02-01,True,1827745.0
CUST0099,客户_E099,普通,汽车,美国,杭州,52496,月结30天,陈明,2015-08-01,True,2947572.0
CUST0100,客户_E100,普通,食品,德国,杭州,173030,月结60天,陈明,2022-07-01,True,4421099.0
CUST0101,客户_F101,潜在,纺织,韩国,上海,43661,月结60天,陈明,2020-09-01,True,3324124.0
CUST0102,客户_F102,普通,油墨,中国,北京,181094,货到付款,刘洋,2022-07-01,True,1457177.0
CUST0103,客户_F103,普通,塑料,中国,苏州,61342,月结30天,李娜,2023-11-01,True,3754512.0
CUST0104,客户_F104,大客户,油墨,德国,广州,87637,货到付款,张伟,2023-05-01,True,1067388.0
CUST0105,客户_F105,大客户,塑料,中国,成都,1712963,预付款,李娜,2020-02-01,True,3946734.0
CUST0106,客户_F106,普通,油墨,中国,广州,102084,月结60天,李娜,2017-01-01,True,274694.0
CUST0107,客户_F107,大客户,汽车,中国,北京,1130091,预付款,王芳,2020-12-01,True,2053127.0
CUST0108,客户_F108,潜在,食品,中国,上海,61375,货到付款,王芳,2020-06-01,True,4280922.0
CUST0109,客户_F109,潜在,油墨,日本,杭州,81866,月结60天,张伟,2016-09-01,True,3131613.0
CUST0110,客户_F110,大客户,涂料,中国,苏州,252578,货到付款,王芳,2016-03-01,True,665619.0
CUST0111,客户_F111,大客户,汽车,日本,苏州,99715,预付款,陈明,2019-02-01,True,375331.0
CUST0112,客户_F112,潜在,油墨,中国,广州,183252,月结30天,陈明,2023-07-01,True,2087914.0
CUST0113,客户_F113,大客户,塑料,中国,杭州,1573070,月结30天,李娜,2022-04-01,True,3895230.0
CUST0114,客户_F114,普通,涂料,中国,北京,144558,月结60天,陈明,2019-07-01,True,3527660.0
CUST0115,客户_F115,大客户,涂料,中国,苏州,1798857,预付款,张伟,2023-03-01,True,1090110.0
CUST0116,客户_F116,大客户,纺织,中国,成都,649863,月结30天,陈明,2021-10-01,True,1223448.0
CUST0117,客户_F117,普通,纺织,中国,杭州,96856,月结30天,刘洋,2022-09-01,True,2464901.0
CUST0118,客户_F118,潜在,汽车,中国,杭州,165463,月结60天,李娜,2017-04-01,True,4043724.0
CUST0119,客户_F119,普通,电子,中国,广州,34267,预付款,王芳,2022-12-01,True,4786664.0
CUST0120,客户_F120,大客户,纺织,日本,成都,804405,货到付款,李娜,2017-05-01,True,3081488.0
CUST0121,客户_G121,普通,汽车,中国,深圳,137312,预付款,李娜,2019-05-01,True,3254013.0
CUST0122,客户_G122,普通,电子,中国,广州,16213,月结30天,李娜,2022-02-01,True,4244272.0
CUST0123,客户_G123,普通,食品,中国,杭州,123311,预付款,陈明,2016-02-01,True,4974976.0
CUST0124,客户_G124,大客户,涂料,中国,杭州,1779410,月结30天,张伟,2018-05-01,True,4150291.0
CUST0125,客户_G125,普通,纺织,中国,苏州,37888,月结60天,刘洋,2020-05-01,True,3810912.0
CUST0126,客户_G126,大客户,涂料,德国,杭州,699044,月结30天,张伟,2020-11-01,True,1954590.0
CUST0127,客户_G127,大客户,化妆品,美国,成都,147086,月结30天,陈明,2023-06-01,True,2233335.0
CUST0128,客户_G128,普通,化妆品,德国,北京,100136,货到付款,刘洋,2018-07-01,True,4549634.0
CUST0129,客户_G129,普通,汽车,中国,深圳,154200,预付款,张伟,2022-11-01,True,2229080.0
CUST0130,客户_G130,大客户,纺织,美国,北京,1102784,预付款,陈明,2018-05-01,False,3798908.0
CUST0131,客户_G131,普通,化妆品,韩国,苏州,120871,月结30天,刘洋,2018-08-01,True,2153703.0
CUST0132,客户_G132,大客户,塑料,中国,北京,781248,月结60天,张伟,2019-12-01,True,1732670.0
CUST0133,客户_G133,普通,涂料,中国,苏州,139311,货到付款,张伟,2019-07-01,True,4076957.0
CUST0134,客户_G134,潜在,涂料,中国,上海,22740,货到付款,陈明,2017-01-01,True,2844603.0
CUST0135,客户_G135,潜在,电子,日本,苏州,96336,月结30天,王芳,2018-09-01,True,772029.0
CUST0136,客户_G136,大客户,纺织,中国,上海,359224,月结60天,张伟,2023-01-01,True,2189757.0
CUST0137,客户_G137,普通,纺织,中国,杭州,183097,月结30天,张伟,2019-04-01,True,4443287.0
CUST0138,客户_G138,潜在,纺织,美国,成都,183543,预付款,刘洋,2021-11-01,True,2152160.0
CUST0139,客户_G139,大客户,汽车,日本,成都,463836,货到付款,刘洋,2019-03-01,True,416114.0
CUST0140,客户_G140,普通,涂料,德国,深圳,60336,预付款,王芳,2015-08-01,True,3541201.0
CUST0141,客户_H141,普通,纺织,德国,上海,149842,月结30天,陈明,2021-01-01,True,461144.0
CUST0142,客户_H142,普通,纺织,日本,上海,31354,月结60天,张伟,2022-05-01,True,926076.0
CUST0143,客户_H143,潜在,油墨,中国,北京,74096,货到付款,王芳,2021-09-01,True,3309307.0
CUST0144,客户_H144,普通,涂料,中国,苏州,48160,货到付款,张伟,2017-09-01,False,3139683.0
CUST0145,客户_H145,大客户,化妆品,德国,北京,969679,月结60天,张伟,2022-01-01,True,3397185.0
CUST0146,客户_H146,大客户,汽车,中国,杭州,126141,货到付款,王芳,2023-03-01,True,1319298.0
CUST0147,客户_H147,大客户,涂料,中国,广州,1592365,预付款,张伟,2019-08-01,True,1195383.0
CUST0148,客户_H148,大客户,塑料,德国,深圳,674817,月结30天,陈明,2015-08-01,True,1200517.0
CUST0149,客户_H149,潜在,化妆品,日本,成都,54349,货到付款,王芳,2021-12-01,True,2519910.0
CUST0150,客户_H150,潜在,化妆品,韩国,成都,196393,月结60天,刘洋,2019-01-01,True,4441650.0
CUST0151,客户_H151,普通,油墨,中国,成都,158298,月结30天,刘洋,2021-07-01,True,4181280.0
CUST0152,客户_H152,大客户,化妆品,德国,上海,67233,月结60天,李娜,2021-08-01,True,493767.0
CUST0153,客户_H153,潜在,纺织,中国,上海,24343,预付款,刘洋,2016-05-01,True,4384241.0
CUST0154,客户_H154,普通,纺织,韩国,成都,17352,预付款,王芳,2017-08-01,True,2322355.0
CUST0155,客户_H155,大客户,电子,韩国,广州,930308,月结60天,李娜,2021-08-01,False,1847806.0
CUST0156,客户_H156,潜在,涂料,中国,成都,100708,预付款,刘洋,2016-10-01,True,3017812.0
CUST0157,客户_H157,普通,汽车,中国,成都,165786,月结30天,刘洋,2022-06-01,True,1260473.0
CUST0158,客户_H158,大客户,化妆品,美国,苏州,681994,月结60天,刘洋,2019-12-01,True,3758315.0
CUST0159,客户_H159,普通,纺织,中国,北京,123939,预付款,王芳,2019-12-01,True,977638.0
CUST0160,客户_H160,普通,化妆品,日本,成都,123625,预付款,王芳,2022-04-01,True,87119.0
CUST0161,客户_I161,大客户,化妆品,中国,上海,1244081,预付款,陈明,2023-08-01,True,2056332.0
CUST0162,客户_I162,大客户,涂料,中国,广州,1642920,月结30天,李娜,2020-09-01,True,4934799.0
CUST0163,客户_I163,普通,涂料,韩国,广州,166860,月结60天,李娜,2019-04-01,False,4616793.0
CUST0164,客户_I164,普通,纺织,德国,北京,183313,货到付款,王芳,2021-06-01,True,2718690.0
CUST0165,客户_I165,潜在,油墨,日本,杭州,166481,预付款,张伟,2022-10-01,True,631789.0
CUST0166,客户_I166,潜在,电子,中国,成都,44913,月结60天,李娜,2018-12-01,True,303178.0
CUST0167,客户_I167,潜在,涂料,中国,上海,11921,预付款,刘洋,2016-02-01,True,806036.0
CUST0168,客户_I168,大客户,塑料,德国,上海,331438,预付款,李娜,2015-12-01,True,1281332.0
CUST0169,客户_I169,普通,涂料,美国,广州,186141,货到付款,张伟,2023-01-01,True,1109418.0
CUST0170,客户_I170,潜在,涂料,中国,北京,25211,预付款,王芳,2015-04-01,True,4968008.0
CUST0171,客户_I171,大客户,化妆品,日本,成都,1878261,月结30天,李娜,2021-03-01,True,2361953.0
CUST0172,客户_I172,潜在,塑料,日本,杭州,106299,货到付款,张伟,2022-11-01,True,992124.0
CUST0173,客户_I173,普通,纺织,中国,北京,55898,货到付款,刘洋,2021-12-01,True,3726599.0
CUST0174,客户_I174,大客户,化妆品,中国,成都,1632189,月结60天,陈明,2019-07-01,True,4916714.0
CUST0175,客户_I175,大客户,电子,韩国,北京,1308786,月结30天,王芳,2016-11-01,True,4034384.0
CUST0176,客户_I176,潜在,汽车,中国,北京,154910,货到付款,刘洋,2021-05-01,True,4662824.0
CUST0177,客户_I177,普通,纺织,中国,广州,190503,货到付款,张伟,2023-10-01,True,482854.0
CUST0178,客户_I178,大客户,电子,美国,北京,1576971,预付款,刘洋,2020-07-01,True,1355233.0
CUST0179,客户_I179,潜在,纺织,美国,深圳,76207,月结30天,刘洋,2021-09-01,True,830484.0
CUST0180,客户_I180,普通,涂料,日本,北京,109349,货到付款,张伟,2022-03-01,True,2310458.0
CUST0181,客户_J181,大客户,食品,日本,成都,1930622,月结60天,李娜,2016-07-01,True,3697977.0
CUST0182,客户_J182,普通,油墨,韩国,杭州,115563,预付款,王芳,2022-02-01,True,4900278.0
CUST0183,客户_J183,普通,化妆品,中国,杭州,46184,月结30天,王芳,2019-10-01,True,2751381.0
CUST0184,客户_J184,普通,油墨,中国,杭州,123074,月结60天,刘洋,2015-10-01,True,3452443.0
CUST0185,客户_J185,普通,涂料,韩国,深圳,25283,预付款,陈明,2021-01-01,True,3149625.0
CUST0186,客户_J186,潜在,油墨,韩国,上海,63718,预付款,王芳,2016-07-01,True,3032286.0
CUST0187,客户_J187,潜在,涂料,中国,杭州,53599,月结60天,王芳,2020-04-01,True,2044676.0
CUST0188,客户_J188,普通,涂料,中国,广州,160294,月结30天,李娜,2023-12-01,True,4025816.0
CUST0189,客户_J189,潜在,油墨,德国,上海,175266,预付款,刘洋,2023-08-01,True,1328876.0
CUST0190,客户_J190,大客户,塑料,日本,深圳,1185490,预付款,王芳,2018-09-01,True,4087378.0
CUST0191,客户_J191,大客户,食品,韩国,成都,92253,月结60天,陈明,2021-02-01,True,3114395.0
CUST0192,客户_J192,潜在,化妆品,中国,苏州,177144,月结60天,张伟,2015-04-01,True,2232805.0
CUST0193,客户_J193,普通,汽车,韩国,成都,79089,货到付款,刘洋,2016-10-01,False,3995216.0
CUST0194,客户_J194,普通,油墨,美国,苏州,141660,预付款,李娜,2015-02-01,True,4611341.0
CUST0195,客户_J195,普通,油墨,德国,杭州,19463,月结60天,李娜,2016-07-01,True,4917046.0
CUST0196,客户_J196,普通,电子,中国,广州,192069,月结30天,陈明,2019-06-01,True,2979050.0
CUST0197,客户_J197,普通,塑料,德国,杭州,147211,货到付款,刘洋,2018-06-01,True,4830439.0
CUST0198,客户_J198,普通,化妆品,韩国,深圳,49119,月结30天,李娜,2018-06-01,True,1285921.0
CUST0199,客户_J199,普通,塑料,中国,杭州,46030,货到付款,王芳,2015-07-01,True,2160766.0
CUST0200,客户_J200,大客户,油墨,中国,苏州,194149,预付款,王芳,2015-02-01,True,1377159.0
CUST0201,客户_K201,潜在,涂料,中国,北京,38360,货到付款,李娜,2022-06-01,False,568625.0
CUST0202,客户_K202,普通,电子,韩国,上海,69011,月结60天,李娜,2017-11-01,True,3997197.0
CUST0203,客户_K203,大客户,油墨,韩国,广州,813899,月结60天,李娜,2015-08-01,True,125839.0
CUST0204,客户_K204,潜在,化妆品,德国,深圳,195347,预付款,李娜,2023-08-01,True,2812508.0
CUST0205,客户_K205,大客户,油墨,德国,成都,1314378,货到付款,李娜,2015-04-01,True,1109697.0
CUST0206,客户_K206,潜在,纺织,美国,上海,148799,月结60天,王芳,2020-05-01,True,2121395.0
CUST0207,客户_K207,大客户,塑料,日本,深圳,1467654,预付款,张伟,2018-12-01,True,2722547.0
CUST0208,客户_K208,潜在,汽车,中国,杭州,135071,月结60天,张伟,2019-04-01,True,1826127.0
CUST0209,客户_K209,潜在,纺织,中国,成都,51579,月结30天,王芳,2016-06-01,True,912370.0
CUST0210,客户_K210,大客户,食品,日本,成都,835159,月结60天,王芳,2018-12-01,True,4823390.0
CUST0211,客户_K211,潜在,涂料,中国,广州,195122,月结60天,陈明,2017-06-01,True,2306607.0
CUST0212,客户_K212,潜在,涂料,韩国,苏州,148988,预付款,王芳,2021-03-01,True,2012792.0
CUST0213,客户_K213,大客户,电子,美国,苏州,136008,预付款,陈明,2016-04-01,True,1194881.0
CUST0214,客户_K214,潜在,塑料,日本,成都,66027,月结60天,刘洋,2016-09-01,True,2745442.0
CUST0215,客户_K215,普通,塑料,中国,上海,162242,月结30天,陈明,2015-10-01,True,403541.0
CUST0216,客户_K216,普通,塑料,中国,上海,181759,货到付款,王芳,2018-10-01,True,3922201.0
CUST0217,客户_K217,普通,油墨,中国,广州,142853,预付款,刘洋,2019-08-01,True,1606148.0
CUST0218,客户_K218,普通,食品,德国,北京,57335,货到付款,张伟,2019-06-01,True,615098.0
CUST0219,客户_K219,潜在,汽车,中国,广州,170580,货到付款,王芳,2020-04-01,True,744077.0
CUST0220,客户_K220,潜在,塑料,中国,深圳,50055,货到付款,刘洋,2023-05-01,True,2145925.0
CUST0221,客户_L221,普通,油墨,中国,深圳,95713,预付款,李娜,2016-12-01,True,2332788.0
CUST0222,客户_L222,大客户,食品,德国,广州,1413207,月结30天,陈明,2017-04-01,True,2432888.0
CUST0223,客户_L223,大客户,汽车,中国,广州,570587,月结60天,刘洋,2016-07-01,True,326719.0
CUST0224,客户_L224,普通,化妆品,中国,苏州,199568,月结60天,王芳,2022-09-01,True,2269501.0
CUST0225,客户_L225,大客户,涂料,美国,北京,1866996,月结60天,李娜,2022-06-01,True,1443118.0
CUST0226,客户_L226,潜在,油墨,德国,上海,12777,月结30天,张伟,2017-11-01,True,4662359.0
CUST0227,客户_L227,潜在,涂料,中国,北京,144482,货到付款,张伟,2020-10-01,True,4301519.0
CUST0228,客户_L228,普通,塑料,日本,杭州,11227,预付款,刘洋,2023-08-01,True,4111371.0
CUST0229,客户_L229,普通,食品,中国,苏州,21886,月结60天,王芳,2021-03-01,True,3405567.0
CUST0230,客户_L230,大客户,塑料,中国,成都,764240,月结30天,张伟,2019-02-01,True,1995080.0
CUST0231,客户_L231,潜在,纺织,中国,深圳,187302,月结60天,刘洋,2015-09-01,True,2184849.0
CUST0232,客户_L232,大客户,汽车,中国,成都,1966110,预付款,陈明,2015-03-01,True,48878.0
CUST0233,客户_L233,普通,纺织,美国,杭州,56732,预付款,刘洋,2020-02-01,True,1951552.0
CUST0234,客户_L234,潜在,食品,中国,深圳,147371,月结60天,王芳,2021-05-01,True,1818350.0
CUST0235,客户_L235,大客户,电子,日本,苏州,930836,货到付款,张伟,2023-07-01,True,3299061.0
CUST0236,客户_L236,普通,化妆品,日本,苏州,167029,月结60天,陈明,2018-11-01,True,2859531.0
CUST0237,客户_L237,大客户,纺织,中国,广州,1727348,货到付款,陈明,2016-12-01,True,359394.0
CUST0238,客户_L238,潜在,汽车,美国,苏州,13476,月结60天,刘洋,2023-02-01,True,1432498.0
CUST0239,客户_L239,大客户,食品,中国,上海,1307469,货到付款,张伟,2022-10-01,True,2407610.0
CUST0240,客户_L240,潜在,电子,中国,广州,44301,月结60天,陈明,2022-05-01,True,2783932.0
CUST0241,客户_M241,普通,油墨,中国,苏州,21514,预付款,李娜,2017-10-01,True,3271322.0
CUST0242,客户_M242,大客户,塑料,日本,深圳,1461541,月结60天,刘洋,2016-08-01,True,4203235.0
CUST0243,客户_M243,潜在,油墨,中国,广州,20638,货到付款,陈明,2022-02-01,True,3024776.0
CUST0244,客户_M244,大客户,食品,中国,北京,1929374,月结60天,李娜,2018-11-01,True,322234.0
CUST0245,客户_M245,潜在,纺织,中国,上海,109456,货到付款,刘洋,2017-03-01,True,941848.0
CUST0246,客户_M246,大客户,塑料,德国,北京,297065,月结60天,刘洋,2021-04-01,True,4602406.0
CUST0247,客户_M247,大客户,油墨,中国,成都,1941054,货到付款,陈明,2022-06-01,False,4429193.0
CUST0248,客户_M248,大客户,汽车,德国,上海,1546495,货到付款,刘洋,2021-11-01,True,4197608.0
CUST0249,客户_M249,潜在,电子,中国,成都,27638,预付款,王芳,2023-05-01,True,2881574.0
CUST0250,客户_M250,普通,汽车,中国,上海,60925,预付款,陈明,2022-07-01,True,571076.0
CUST0251,客户_M251,潜在,汽车,德国,广州,96909,货到付款,李娜,2022-12-01,False,4600016.0
CUST0252,客户_M252,大客户,塑料,日本,杭州,1087790,预付款,陈明,2018-12-01,True,2541222.0
CUST0253,客户_M253,潜在,油墨,中国,上海,14932,预付款,李娜,2021-05-01,True,946468.0
CUST0254,客户_M254,普通,塑料,中国,深圳,51925,月结60天,刘洋,2023-06-01,True,4074643.0
CUST0255,客户_M255,潜在,纺织,中国,成都,74721,预付款,陈明,2016-11-01,True,284135.0
CUST0256,客户_M256,潜在,油墨,中国,杭州,39652,月结60天,陈明,2019-01-01,True,4433987.0
CUST0257,客户_M257,普通,纺织,中国,杭州,198035,货到付款,李娜,2019-10-01,True,2135911.0
CUST0258,客户_M258,潜在,油墨,美国,杭州,166686,月结60天,王芳,2020-08-01,True,3262962.0
CUST0259,客户_M259,潜在,化妆品,中国,苏州,120812,月结60天,陈明,2023-09-01,True,393195.0
CUST0260,客户_M260,普通,电子,中国,深圳,42676,货到付款,李娜,2016-06-01,True,1832856.0
CUST0261,客户_N261,大客户,电子,日本,北京,245414,预付款,王芳,2020-09-01,True,4308420.0
