campaign_id,sku,category,original_price,promo_price,discount_rate,promo_qty_sold,promo_revenue
CAMP0003,FWD6219,水晶系列,55.0,41.8,0.24,490,2842.4
CAMP0004,FWD425,着色系列,60.0,46.8,0.22,266,10576.8
CAMP0004,FWD520WR,耐候系列,90.0,65.7,0.27,105,24111.9
CAMP0004,FWD5870D,钻石系列,180.0,153.0,0.15,46,70380.0
CAMP0004,FWD211WR,耐候系列,90.0,74.7,0.17,414,2091.6
CAMP0004,BHC9328GR,玻璃变色龙,500.0,405.0,0.19,262,85860.0
CAMP0004,FWD8205WR,耐候系列,220.0,178.2,0.19,29,50965.2
CAMP0004,BHC9320YB,玻璃变色龙,500.0,410.0,0.18,413,64370.0
CAMP0004,FWD6001,超白系列,37.5,33.0,0.12,202,4290.0
CAMP0004,FWD6820,水晶系列,85.0,76.5,0.1,381,8491.5
CAMP0004,FWD303,金色系列,37.5,31.5,0.16,23,6804.0
CAMP0004,FWD001,其他,105.0,82.95,0.21,32,22977.15
CAMP0004,FWD500WR,耐候系列,90.0,85.5,0.05,478,39073.5
CAMP0004,FWD600,其他,50.0,36.0,0.28,478,8676.0
CAMP0004,FWD5800,钻石系列,135.0,95.85,0.29,209,8818.2
CAMP0004,FWD301,金色系列,37.5,33.38,0.11,392,10947.0
CAMP0004,BHC9225BMTH,化妆品系列,220.0,206.8,0.06,330,101952.4
CAMP0004,FWD3112,金色系列,40.0,32.4,0.19,456,6318.0
CAMP0004,FWD259,虹彩系列,37.5,30.38,0.19,469,14094.0
CAMP0004,BHC9327GP,玻璃变色龙,500.0,395.0,0.21,41,137855.0
CAMP0004,FWDV080B,玻璃包银系列,4230.0,3976.2,0.06,447,1097431.2
CAMP0004,FWD3500,金属彩光系列,34.0,24.82,0.27,440,4417.96
CAMP0004,BHC9234BOH,化妆品系列,220.0,160.6,0.27,275,32280.6
CAMP0004,BHC9338GR,玻璃变色龙,500.0,415.0,0.17,372,47310.0
CAMP0004,FWD421,着色系列,60.0,54.6,0.09,387,600.6
CAMP0004,FWD435B,着色系列,60.0,56.4,0.06,237,19401.6
CAMP0005,FWD215WR,耐候系列,90.0,67.5,0.25,442,26797.5
CAMP0005,HC010AS,云母粉,25.0,17.75,0.29,257,2627.0
CAMP0005,FWD5871A,钻石系列,280.0,212.8,0.24,469,79587.2
CAMP0005,FWD6005,超白系列,42.0,35.28,0.16,295,10795.68
CAMP0005,FWD6820,水晶系列,85.0,75.65,0.11,419,12406.6
CAMP0005,FWD525WR,耐候系列,90.0,68.4,0.24,448,4993.2
CAMP0005,FWDD29X,钻石系列,350.0,332.5,0.05,266,37572.5
CAMP0005,FWD425B,着色系列,60.0,48.0,0.2,140,1488.0
CAMP0005,FWD6504T,水晶系列,85.0,71.4,0.16,302,32130.0
CAMP0005,FWD522,金属彩光系列,34.0,29.92,0.12,89,9574.4
CAMP0005,FWD3112,金色系列,40.0,34.8,0.13,284,8804.4
CAMP0005,FWD163,银白系列,25.0,17.75,0.29,176,8555.5
CAMP0005,FWD221WR,耐候系列,90.0,77.4,0.14,195,31114.8
CAMP0005,FWD120,银白系列,28.0,23.24,0.17,356,4950.12
CAMP0005,FWD6018T,超白系列,37.5,30.0,0.2,153,5760.0
CAMP0005,FWD3504,金属彩光系列,34.0,25.5,0.25,275,6171.0
CAMP0005,FWD216,虹彩系列,37.5,28.5,0.24,115,4360.5
CAMP0005,FWD3302,金色系列,37.5,34.12,0.09,73,14059.5
CAMP0005,FWD173,银白系列,26.0,21.32,0.18,29,6118.84
CAMP0005,FWD500WR,耐候系列,90.0,72.0,0.2,213,20520.0
CAMP0005,FWD215,虹彩系列,37.5,31.12,0.17,198,3859.5
CAMP0005,FWD6810,水晶系列,55.0,41.8,0.24,169,13835.8
CAMP0005,FWD2205G,虹彩系列,37.5,27.0,0.28,230,11691.0
CAMP0005,FWD111WR,耐候系列,60.0,47.4,0.21,274,17538.0
CAMP0005,FWD302WR,耐候系列,90.0,81.9,0.09,26,11220.3
CAMP0005,FWD6006,超白系列,39.0,30.81,0.21,309,9489.48
CAMP0005,BHC9321RY,玻璃变色龙,500.0,355.0,0.29,37,34080.0
CAMP0006,BHC89235G,着色变色龙,500.0,445.0,0.11,163,208260.0
CAMP0006,FWD6001,超白系列,37.5,28.12,0.25,160,5934.38
CAMP0006,FWDV015,玻璃包银系列,8010.0,5687.1,0.29,442,642642.3
CAMP0006,FWD5516,金属彩光系列,60.0,53.4,0.11,8,7102.2
CAMP0006,FWDD29M,钻石系列,350.0,294.0,0.16,299,87024.0
CAMP0006,FWD6307A,水晶系列,55.0,48.4,0.12,151,3775.2
CAMP0006,FWD119,银白系列,30.0,22.5,0.25,117,4365.0
CAMP0006,FWD5519,金属彩光系列,60.0,50.4,0.16,125,12852.0
CAMP0006,FWD524,金属彩光系列,34.0,28.56,0.16,483,9996.0
CAMP0006,FWD401,着色系列,44.0,34.32,0.22,390,14414.4
CAMP0006,FWD6163,超白系列,37.5,30.75,0.18,370,10086.0
CAMP0006,FWD3502,金属彩光系列,34.0,29.92,0.12,235,2573.12
CAMP0006,FWD6603B,磁性珠光,250.0,220.0,0.12,180,18920.0
CAMP0006,FWD6018,超白系列,37.5,27.38,0.27,279,6843.75
CAMP0006,BHC89230GY,着色变色龙,500.0,375.0,0.25,455,103875.0
CAMP0006,FWDD10M,钻石系列,120.0,114.0,0.05,490,3420.0
CAMP0006,FWD6215,水晶系列,55.0,45.65,0.17,429,19766.45
CAMP0006,FWD5871A,钻石系列,280.0,201.6,0.28,418,68947.2
CAMP0006,FWD5519WR,耐候系列,120.0,85.2,0.29,3,17977.2
CAMP0006,BHC9337GP,玻璃变色龙,500.0,365.0,0.27,322,43070.0
CAMP0006,FWD5894,钻石系列,250.0,180.0,0.28,77,720.0
CAMP0006,FWDD10L,钻石系列,120.0,90.0,0.25,233,17190.0
CAMP0006,FWD6883,水晶系列,55.0,39.6,0.28,326,13503.6
CAMP0006,FWD5895,钻石系列,250.0,232.5,0.07,467,57427.5
CAMP0006,FWD7322,其他,70.0,60.2,0.14,8,180.6
CAMP0006,FWDV550,玻璃包银系列,1310.0,1087.3,0.17,210,6523.8
CAMP0006,FWD325,金色系列,39.5,27.65,0.3,369,3871.0
CAMP0006,FWD6003TWR,耐候系列,80.0,66.4,0.17,146,531.2
CAMP0007,FWD235WR,耐候系列,90.0,75.6,0.16,28,24645.6
CAMP0007,FWD505,金属彩光系列,34.0,23.8,0.3,87,999.6
CAMP0007,FWD353,金色系列,37.5,30.75,0.18,222,10147.5
CAMP0007,FWD323M,金色系列,37.5,33.75,0.1,289,16875.0
CAMP0007,FWD7504,其他,100.0,91.0,0.09,48,41678.0
CAMP0007,FWD421,着色系列,60.0,49.8,0.17,21,5826.6
CAMP0007,FWD6018T,超白系列,37.5,28.12,0.25,444,9956.25
CAMP0007,FWD525,金属彩光系列,34.0,31.28,0.08,243,4316.64
CAMP0007,FWD001,其他,105.0,74.55,0.29,38,26092.5
CAMP0007,FWD6850,水晶系列,85.0,79.05,0.07,460,21975.9
CAMP0007,FWD5892,钻石系列,250.0,210.0,0.16,16,19110.0
CAMP0007,FWD6300,水晶系列,85.0,79.05,0.07,161,632.4
CAMP0007,FWD6603B,磁性珠光,250.0,235.0,0.06,300,17155.0
CAMP0007,FWD302,金色系列,37.5,33.38,0.11,364,14017.5
CAMP0007,FWD5870D,钻石系列,180.0,144.0,0.2,39,22032.0
CAMP0007,FWD121WR,耐候系列,60.0,44.4,0.26,123,12876.0
CAMP0007,FWD525WR,耐候系列,90.0,81.9,0.09,199,28337.4
CAMP0007,BHC9227GOH,化妆品系列,220.0,202.4,0.08,169,39670.4
CAMP0007,FWD6163,超白系列,37.5,33.38,0.11,71,13483.5
CAMP0007,FWD6003,超白系列,49.0,46.55,0.05,370,1862.0
CAMP0007,FWD6504A,水晶系列,55.0,45.65,0.17,498,8080.05
CAMP0007,FWD303,金色系列,37.5,26.62,0.29,223,3141.75
CAMP0007,FWD163,银白系列,25.0,22.75,0.09,174,7029.75
CAMP0007,FWD320,金色系列,37.5,33.38,0.11,488,10146.0
CAMP0007,FWD5871A,钻石系列,280.0,224.0,0.2,396,37408.0
CAMP0007,FWD5872C,钻石系列,260.0,184.6,0.29,139,74024.6
CAMP0008,FWDV150,玻璃包银系列,2560.0,1868.8,0.27,44,177536.0
CAMP0008,FWD6003T,超白系列,37.5,30.38,0.19,285,8626.5
CAMP0008,FWD5893,钻石系列,250.0,207.5,0.17,52,2697.5
CAMP0008,BHC89232BR,着色变色龙,500.0,360.0,0.28,283,16920.0
CAMP0008,FWD5871C,钻石系列,260.0,221.0,0.15,401,36686.0
CAMP0008,FWD300WR,耐候系列,90.0,82.8,0.08,6,12337.2
CAMP0008,FWD520,金属彩光系列,34.0,27.2,0.2,398,1169.6
CAMP0008,FWD5871A,钻石系列,280.0,246.4,0.12,286,114083.2
CAMP0008,FWD305,金色系列,37.5,35.62,0.05,124,10402.5
CAMP0008,FWD6502,水晶系列,55.0,45.65,0.17,350,8856.1
CAMP0008,FWD6820,水晶系列,85.0,62.9,0.26,137,9686.6
CAMP0008,FWD249,虹彩系列,37.5,28.88,0.23,74,924.0
CAMP0008,FWD304,金色系列,37.5,27.75,0.26,141,5966.25
CAMP0008,FWD6300T,水晶系列,85.0,65.45,0.23,400,2552.55
CAMP0008,FWD425,着色系列,60.0,47.4,0.21,483,5972.4
CAMP0008,FWD6601A,磁性珠光,150.0,132.0,0.12,253,40128.0
CAMP0008,FWDD28L,钻石系列,280.0,238.0,0.15,234,12852.0
CAMP0008,FWD5895,钻石系列,250.0,182.5,0.27,3,88512.5
CAMP0008,FWD353,金色系列,37.5,30.0,0.2,430,9510.0
CAMP0008,FWD308,金色系列,37.5,29.62,0.21,441,4977.0
CAMP0008,FWD103,银白系列,29.0,23.49,0.19,220,9795.33
CAMP0008,FWDD10L,钻石系列,120.0,109.2,0.09,333,54381.6
CAMP0008,FWD7305WR,耐候系列,120.0,102.0,0.15,153,16728.0
CAMP0008,FWD6303,水晶系列,85.0,72.25,0.15,355,7369.5
CAMP0009,FWDD25L,钻石系列,280.0,243.6,0.13,71,78926.4
CAMP0009,FWD504,金属彩光系列,34.0,26.52,0.22,129,8937.24
CAMP0009,FWD6603B,磁性珠光,250.0,185.0,0.26,216,74740.0
CAMP0009,FWDD29L,钻石系列,350.0,276.5,0.21,229,84609.0
CAMP0009,FWD6500A,水晶系列,55.0,45.1,0.18,205,12312.3
CAMP0009,FWDV150,玻璃包银系列,2560.0,2124.8,0.17,471,945536.0
CAMP0009,BHC9235BVH,化妆品系列,220.0,191.4,0.13,278,3445.2
CAMP0009,FWD6163,超白系列,37.5,33.75,0.1,184,12116.25
CAMP0009,FWDD23M,钻石系列,280.0,257.6,0.08,274,78310.4
CAMP0009,FWD5871C,钻石系列,260.0,223.6,0.14,43,12298.0
CAMP0009,FWD6205,水晶系列,55.0,48.95,0.11,336,16643.0
CAMP0009,FWD6602E,磁性珠光,150.0,118.5,0.21,331,37090.5
CAMP0009,FWD5800A,钻石系列,120.0,85.2,0.29,330,29479.2
CAMP0009,FWD361,金色系列,35.0,30.1,0.14,495,11588.5
CAMP0009,BHC9225BMTH,化妆品系列,220.0,171.6,0.22,407,37752.0
CAMP0009,FWD535,金属彩光系列,34.0,24.82,0.27,50,3276.24
CAMP0009,BHC9326BM ,玻璃变色龙,25.0,19.0,0.24,382,5035.0
CAMP0009,FWD508,金属彩光系列,34.0,28.56,0.16,352,8396.64
CAMP0009,BHC9328GR,玻璃变色龙,500.0,380.0,0.24,191,76000.0
CAMP0009,FWD151,银白系列,25.0,20.5,0.18,347,6170.5
CAMP0009,FWD534WR,耐候系列,90.0,78.3,0.13,77,13780.8
CAMP0009,FWD5518,金属彩光系列,60.0,57.0,0.05,247,3021.0
CAMP0009,FWD302WR,耐候系列,90.0,69.3,0.23,471,34095.6
CAMP0009,FWD217,虹彩系列,37.5,27.0,0.28,425,12987.0
CAMP0009,FWD152WR,耐候系列,60.0,52.8,0.12,178,8395.2
CAMP0010,FWD522WR,耐候系列,90.0,66.6,0.26,81,11255.4
CAMP0010,FWD3504,金属彩光系列,34.0,28.56,0.16,490,6740.16
CAMP0010,FWD7352,其他,60.0,45.6,0.24,207,14683.2
CAMP0010,FWDV040,玻璃包银系列,7045.0,5283.75,0.25,327,1775340.0
CAMP0010,FWDD10Y,钻石系列,120.0,97.2,0.19,14,36644.4
CAMP0010,FWD96107SW,耐候系列,100.0,85.0,0.15,101,19550.0
CAMP0010,FWD323M,金色系列,37.5,31.88,0.15,199,63.75
CAMP0010,FWD302WR,耐候系列,90.0,79.2,0.12,105,11246.4
CAMP0010,FWD508WR,耐候系列,90.0,80.1,0.11,414,32600.7
CAMP0010,FWDD29L,钻石系列,350.0,252.0,0.28,52,103068.0
CAMP0010,FWD216,虹彩系列,37.5,34.5,0.08,95,6451.5
CAMP0010,FWD6504A,水晶系列,55.0,42.9,0.22,234,2488.2
CAMP0010,FWD2205G,虹彩系列,37.5,28.88,0.23,441,7218.75
CAMP0010,FWD361,金色系列,35.0,29.05,0.17,327,4648.0
CAMP0010,FWD123T,银白系列,33.0,28.05,0.15,312,5610.0
CAMP0010,FWDD27X,钻石系列,250.0,212.5,0.15,178,38250.0
CAMP0010,FWD355,金色系列,37.5,34.12,0.09,316,3003.0
CAMP0010,FWD435B,着色系列,60.0,54.0,0.1,361,22086.0
CAMP0010,FWD6163,超白系列,37.5,28.88,0.23,314,8720.25
CAMP0010,FWD7331,其他,110.0,79.2,0.28,68,12672.0
CAMP0011,FWD6018,超白系列,37.5,28.12,0.25,325,7734.38
CAMP0011,FWDD10A,钻石系列,100.0,87.0,0.13,330,41412.0
CAMP0011,FWD400B,着色系列,44.0,41.8,0.05,284,3553.0
CAMP0011,FWD509,金属彩光系列,34.0,27.88,0.18,71,2648.6
CAMP0011,FWD5870D,钻石系列,180.0,140.4,0.22,230,44506.8
CAMP0011,FWD416,着色系列,60.0,42.6,0.29,183,20746.2
CAMP0011,FWD7305,其他,60.0,42.0,0.3,69,4158.0
CAMP0011,FWD6601,磁性珠光,150.0,135.0,0.1,493,38745.0
CAMP0011,FWD221WR,耐候系列,90.0,74.7,0.17,253,15612.3
CAMP0011,FWD411,着色系列,60.0,52.2,0.13,212,18948.6
CAMP0011,BHC9235BVH,化妆品系列,220.0,200.2,0.09,250,17017.0
CAMP0011,FWD5873A,钻石系列,280.0,201.6,0.28,15,82051.2
CAMP0011,FWD205WR,耐候系列,90.0,80.1,0.11,149,1281.6
CAMP0012,FWD6003,超白系列,49.0,41.16,0.16,217,2140.32
CAMP0012,BHC9320YB,玻璃变色龙,500.0,440.0,0.12,334,168960.0
CAMP0012,FWD6225,水晶系列,55.0,41.8,0.24,447,668.8
CAMP0012,FWD491,着色系列,60.0,48.6,0.19,178,21432.6
CAMP0012,FWD524WR,耐候系列,90.0,81.0,0.1,224,35883.0
CAMP0012,BHC9227GOH,化妆品系列,220.0,209.0,0.05,397,86735.0
CAMP0012,FWDV220,玻璃包银系列,1410.0,1071.6,0.24,415,403993.2
CAMP0012,BHC9328GR,玻璃变色龙,500.0,425.0,0.15,179,187000.0
CAMP0012,FWD7305,其他,60.0,52.8,0.12,323,11563.2
CAMP0012,FWD3112,金色系列,40.0,29.6,0.26,71,11869.6
CAMP0012,BHC9234BOH,化妆品系列,220.0,165.0,0.25,105,67980.0
CAMP0012,FWD361,金色系列,35.0,24.85,0.29,179,6759.2
CAMP0012,FWD6300T,水晶系列,85.0,65.45,0.23,275,5628.7
CAMP0012,BHC9325BR,玻璃变色龙,500.0,390.0,0.22,360,58110.0
CAMP0012,FWD5800D,钻石系列,120.0,92.4,0.23,136,44998.8
CAMP0012,BHC9323PG,玻璃变色龙,500.0,455.0,0.09,460,157885.0
CAMP0012,FWD205M,虹彩系列,37.5,33.75,0.1,69,16605.0
CAMP0012,FWD323WR,耐候系列,90.0,80.1,0.11,210,37647.0
CAMP0013,FWD6504T,水晶系列,85.0,73.1,0.14,321,15497.2
CAMP0013,FWD403,着色系列,44.0,34.76,0.21,38,11262.24
CAMP0013,FWD415Y,着色系列,44.0,39.6,0.1,393,1861.2
CAMP0013,FWD6830,水晶系列,85.0,68.0,0.2,383,9656.0
CAMP0013,FWD418B,着色系列,60.0,52.2,0.13,449,9813.6
CAMP0013,FWDD10M,钻石系列,120.0,97.2,0.19,249,16232.4
CAMP0013,FWD6820,水晶系列,85.0,72.25,0.15,444,28611.0
CAMP0013,FWD6602E,磁性珠光,150.0,136.5,0.09,47,51051.0
CAMP0013,FWDV095,玻璃包银系列,2140.0,2011.6,0.06,325,683944.0
CAMP0013,FWD416,着色系列,60.0,52.2,0.13,435,1670.4
CAMP0013,BHC9237GRH,化妆品系列,220.0,198.0,0.1,203,21978.0
CAMP0014,FWD5519,金属彩光系列,60.0,45.0,0.25,352,20925.0
CAMP0014,FWDV220,玻璃包银系列,1410.0,1029.3,0.27,332,158512.2
CAMP0014,FWD6300T,水晶系列,85.0,62.9,0.26,477,28179.2
CAMP0014,FWDD21M,钻石系列,280.0,215.6,0.23,335,39670.4
CAMP0014,FWD6219,水晶系列,55.0,41.8,0.24,190,14212.0
CAMP0014,FWDD21X,钻石系列,250.0,232.5,0.07,84,6045.0
CAMP0014,BHC9327GP,玻璃变色龙,500.0,400.0,0.2,156,148400.0
CAMP0014,BHC9237GRH,化妆品系列,220.0,191.4,0.13,119,41916.6
CAMP0014,FWD407,着色系列,44.0,37.84,0.14,360,1816.32
CAMP0014,BHC9227GOH,化妆品系列,220.0,154.0,0.3,244,6006.0
CAMP0014,FWDV060,玻璃包银系列,5840.0,4263.2,0.27,115,1129748.0
CAMP0014,FWDD27X,钻石系列,250.0,217.5,0.13,4,870.0
CAMP0014,FWD215,虹彩系列,37.5,32.62,0.13,418,1990.12
CAMP0014,FWD211,虹彩系列,37.5,35.62,0.05,216,12646.88
CAMP0014,FWD325,金色系列,39.5,28.84,0.27,36,3373.7
CAMP0014,FWD525WR,耐候系列,90.0,72.0,0.2,374,29664.0
CAMP0014,FWD120,银白系列,28.0,20.44,0.27,160,3842.72
CAMP0014,FWD4012,着色系列,44.0,40.48,0.08,70,7893.6
CAMP0014,FWD427,着色系列,60.0,53.4,0.11,385,23869.8
CAMP0014,FWD323WR,耐候系列,90.0,65.7,0.27,346,4796.1
CAMP0014,FWD522WR,耐候系列,90.0,64.8,0.28,288,259.2
CAMP0014,FWD100,银白系列,25.0,21.25,0.15,84,4781.25
CAMP0014,FWD225WR,耐候系列,90.0,71.1,0.21,109,22823.1
CAMP0015,FWD101WR,耐候系列,60.0,45.6,0.24,307,13999.2
CAMP0015,FWD351WR,耐候系列,90.0,79.2,0.12,145,31521.6
CAMP0015,FWD6001,超白系列,37.5,35.25,0.06,13,15298.5
CAMP0015,FWD306,金色系列,37.5,34.12,0.09,448,5255.25
CAMP0015,FWD3302,金色系列,37.5,28.12,0.25,310,7312.5
CAMP0015,FWD413,着色系列,60.0,45.0,0.25,200,6795.0
CAMP0015,FWD4012,着色系列,44.0,37.84,0.14,401,17368.56
CAMP0015,FWD5873A,钻石系列,280.0,252.0,0.1,122,63756.0
CAMP0015,FWD5890,钻石系列,120.0,96.0,0.2,123,24480.0
CAMP0015,FWD225WR,耐候系列,90.0,77.4,0.14,36,20898.0
CAMP0015,FWDD27L,钻石系列,280.0,257.6,0.08,6,47398.4
CAMP0015,FWD6820,水晶系列,85.0,79.05,0.07,67,15651.9
CAMP0015,FWD6504T,水晶系列,85.0,78.2,0.08,291,16813.0
CAMP0015,FWD305,金色系列,37.5,29.62,0.21,349,2607.0
CAMP0016,FWD249,虹彩系列,37.5,31.12,0.17,200,9337.5
CAMP0016,FWD120,银白系列,28.0,24.08,0.14,427,7994.56
CAMP0016,FWD216,虹彩系列,37.5,32.62,0.13,33,5154.75
CAMP0016,FWD119,银白系列,30.0,26.1,0.13,373,12736.8
CAMP0016,FWD6884,水晶系列,55.0,50.05,0.09,29,6256.25
CAMP0016,FWD552,金属彩光系列,30.0,21.6,0.28,222,1274.4
CAMP0016,FWD205A,虹彩系列,37.5,30.38,0.19,311,850.5
CAMP0016,FWD235,虹彩系列,37.5,29.25,0.22,379,9828.0
CAMP0016,FWD6603B,磁性珠光,250.0,222.5,0.11,61,1335.0
CAMP0016,FWDV095B,玻璃包银系列,1780.0,1566.4,0.12,359,7832.0
CAMP0016,FWD6224,水晶系列,55.0,40.7,0.26,487,7203.9
CAMP0016,FWDV040B,玻璃包银系列,5850.0,4855.5,0.17,400,2044165.5
CAMP0016,FWD211WR,耐候系列,90.0,79.2,0.12,85,15048.0
CAMP0016,FWD205WR,耐候系列,90.0,65.7,0.27,399,29367.9
CAMP0016,FWD111WR,耐候系列,60.0,46.2,0.23,453,2772.0
CAMP0016,FWD304,金色系列,37.5,33.38,0.11,15,5707.12
CAMP0016,BHC9338GR,玻璃变色龙,500.0,450.0,0.1,139,120600.0
CAMP0016,BHC9320YB,玻璃变色龙,500.0,360.0,0.28,364,179640.0
CAMP0016,FWD425,着色系列,60.0,50.4,0.16,39,12801.6
CAMP0016,FWD6910,水晶系列,55.0,44.55,0.19,184,1247.4
CAMP0016,FWDD21L,钻石系列,280.0,229.6,0.18,290,19516.0
CAMP0016,FWD302,金色系列,37.5,29.62,0.21,130,11701.88
CAMP0016,FWD7305,其他,60.0,43.8,0.27,293,15111.0
CAMP0016,FWD3502,金属彩光系列,34.0,29.92,0.12,116,11339.68
CAMP0016,FWD425B,着色系列,60.0,49.8,0.17,22,21862.2
CAMP0017,FWD6810,水晶系列,55.0,41.8,0.24,127,8903.4
CAMP0017,FWD211,虹彩系列,37.5,34.88,0.07,163,4812.75
CAMP0017,FWD8205WR,耐候系列,220.0,200.2,0.09,292,38038.0
CAMP0017,FWD5800A,钻石系列,120.0,87.6,0.27,344,40383.6
CAMP0017,FWD5873A,钻石系列,280.0,198.8,0.29,114,81706.8
CAMP0017,FWD421,着色系列,60.0,49.8,0.17,23,24302.4
CAMP0017,FWD505,金属彩光系列,34.0,27.2,0.2,449,6473.6
